cache_misses,cache_load,cache_miss_ratio(%),dTLB_misses,dTLB_load,dTLB_miss_ratio(%),runtime(ms)
2514.000000,76505.000000,3.29,57.000000,1966.000000,2.90,0.082000
2500.000000,73602.000000,3.40,68.000000,1992.000000,3.41,0.087000
2666.000000,76316.000000,3.49,58.000000,2013.000000,2.88,0.027000
2675.000000,76487.000000,3.50,55.000000,1969.000000,2.79,0.086000
2563.000000,76389.000000,3.36,108.000000,2043.000000,5.29,0.085000
2564.000000,73632.000000,3.48,51.000000,1984.000000,2.57,0.087000
2631.000000,76314.000000,3.45,49.000000,1976.000000,2.48,0.084000
2526.000000,76182.000000,3.32,55.000000,1945.000000,2.83,0.072000
2645.000000,76414.000000,3.46,56.000000,2006.000000,2.79,0.087000
2634.000000,76683.000000,3.43,44.000000,1963.000000,2.24,0.094000
2488.000000,75900.000000,3.28,83.000000,2007.000000,4.14,0.056000
2510.000000,76116.000000,3.30,75.000000,2006.000000,3.74,0.083000
2583.000000,76235.000000,3.39,58.000000,1954.000000,2.97,0.079000
2494.000000,76385.000000,3.27,61.000000,1977.000000,3.09,0.087000
2605.000000,76091.000000,3.42,50.000000,1982.000000,2.52,0.097000
2405.000000,73541.000000,3.27,79.000000,2002.000000,3.95,0.082000
2839.000000,80253.000000,3.54,92.000000,2028.000000,4.54,0.053000
2588.000000,73619.000000,3.52,67.000000,1990.000000,3.37,0.093000
2391.000000,75880.000000,3.15,69.000000,1959.000000,3.52,0.058000
2616.000000,76443.000000,3.42,50.000000,1970.000000,2.54,0.082000
2631.000000,76608.000000,3.43,65.000000,1989.000000,3.27,0.073000
2604.000000,76939.000000,3.38,474.000000,2402.000000,19.73,0.056000
2557.000000,76214.000000,3.36,57.000000,2004.000000,2.84,0.095000
2625.000000,76320.000000,3.44,60.000000,1986.000000,3.02,0.098000
2659.000000,76470.000000,3.48,74.000000,2014.000000,3.67,0.100000
2549.000000,76444.000000,3.33,56.000000,1975.000000,2.84,0.075000
2417.000000,76127.000000,3.17,40.000000,1953.000000,2.05,0.027000
2630.000000,76520.000000,3.44,50.000000,1978.000000,2.53,0.089000
2596.000000,76552.000000,3.39,61.000000,1975.000000,3.09,0.080000
3371.000000,83087.000000,4.06,95.000000,2153.000000,4.41,0.140000
2608.000000,76544.000000,3.41,41.000000,1976.000000,2.07,0.091000
2617.000000,76498.000000,3.42,63.000000,1982.000000,3.18,0.058000
2588.000000,76727.000000,3.37,693.000000,2610.000000,26.55,0.105000
2572.000000,73498.000000,3.50,51.000000,1985.000000,2.57,0.093000
2632.000000,76271.000000,3.45,86.000000,2042.000000,4.21,0.055000
2522.000000,76285.000000,3.31,55.000000,1986.000000,2.77,0.085000
2542.000000,76350.000000,3.33,56.000000,2011.000000,2.78,0.045000
2713.000000,76337.000000,3.55,43.000000,1952.000000,2.20,0.097000
2485.000000,76238.000000,3.26,49.000000,1946.000000,2.52,0.074000
2647.000000,76502.000000,3.46,59.000000,1986.000000,2.97,0.074000
2628.000000,76403.000000,3.44,64.000000,1996.000000,3.21,0.051000
2710.000000,77033.000000,3.52,81.000000,2019.000000,4.01,0.098000
2597.000000,73689.000000,3.52,71.000000,2007.000000,3.54,0.074000
2627.000000,76556.000000,3.43,70.000000,2004.000000,3.49,0.033000
2591.000000,76288.000000,3.40,47.000000,1991.000000,2.36,0.049000
2579.000000,76253.000000,3.38,56.000000,1979.000000,2.83,0.062000
2637.000000,76468.000000,3.45,53.000000,1996.000000,2.66,0.089000
2599.000000,76449.000000,3.40,50.000000,2005.000000,2.49,0.068000
2503.000000,73570.000000,3.40,36.000000,1948.000000,1.85,0.052000
2622.000000,76668.000000,3.42,89.000000,2016.000000,4.41,0.104000
2592.000000,76530.000000,3.39,121.000000,2088.000000,5.80,0.055000
2531.000000,73790.000000,3.43,62.000000,2004.000000,3.09,0.085000
2604.000000,76523.000000,3.40,39.000000,1942.000000,2.01,0.033000
2678.000000,76382.000000,3.51,57.000000,1987.000000,2.87,0.051000
2534.000000,76143.000000,3.33,58.000000,1958.000000,2.96,0.040000
2569.000000,76097.000000,3.38,79.000000,2039.000000,3.87,0.055000
2388.000000,76045.000000,3.14,65.000000,1974.000000,3.29,0.062000
2648.000000,76558.000000,3.46,49.000000,1959.000000,2.50,0.048000
2419.000000,73366.000000,3.30,63.000000,1985.000000,3.17,0.072000
2573.000000,76561.000000,3.36,59.000000,2006.000000,2.94,0.069000
2902.000000,76585.000000,3.79,220.000000,2402.000000,9.16,0.090000
2770.000000,77502.000000,3.57,94.000000,2076.000000,4.53,0.079000
2662.000000,76897.000000,3.46,59.000000,1989.000000,2.97,0.088000
2541.000000,76013.000000,3.34,67.000000,1963.000000,3.41,0.086000
2524.000000,75812.000000,3.33,100.000000,2024.000000,4.94,0.061000
2791.000000,78280.000000,3.57,52.000000,2030.000000,2.56,0.032000
2601.000000,76558.000000,3.40,72.000000,2043.000000,3.52,0.084000
2682.000000,76544.000000,3.50,123.000000,2076.000000,5.92,0.042000
2624.000000,76500.000000,3.43,115.000000,2035.000000,5.65,0.055000
2627.000000,75801.000000,3.47,111.000000,2053.000000,5.41,0.078000
2517.000000,73014.000000,3.45,91.000000,2033.000000,4.48,0.033000
2510.000000,72873.000000,3.44,76.000000,2025.000000,3.75,0.032000
2534.000000,76292.000000,3.32,59.000000,1994.000000,2.96,0.086000
2589.000000,76768.000000,3.37,130.000000,2061.000000,6.31,0.084000
2509.000000,73300.000000,3.42,90.000000,2025.000000,4.44,0.031000
2633.000000,76890.000000,3.42,577.000000,2535.000000,22.76,0.090000
2615.000000,76273.000000,3.43,66.000000,1973.000000,3.35,0.080000
2567.000000,76488.000000,3.36,93.000000,2018.000000,4.61,0.087000
2542.000000,76465.000000,3.32,58.000000,1989.000000,2.92,0.064000
2535.000000,76246.000000,3.32,61.000000,2000.000000,3.05,0.072000
2434.000000,73331.000000,3.32,57.000000,2003.000000,2.85,0.079000
2673.000000,76436.000000,3.50,41.000000,1997.000000,2.05,0.075000
2463.000000,73429.000000,3.35,101.000000,2045.000000,4.94,0.075000
2535.000000,76223.000000,3.33,71.000000,2001.000000,3.55,0.065000
2480.000000,73534.000000,3.37,79.000000,2024.000000,3.90,0.031000
2645.000000,76409.000000,3.46,55.000000,2001.000000,2.75,0.032000
2540.000000,76204.000000,3.33,66.000000,2015.000000,3.28,0.093000
2585.000000,76435.000000,3.38,74.000000,1993.000000,3.71,0.074000
2607.000000,76680.000000,3.40,461.000000,2476.000000,18.62,0.186000
2676.000000,76640.000000,3.49,50.000000,2014.000000,2.48,0.075000
2732.000000,75235.000000,3.63,71.000000,2048.000000,3.47,0.051000
2507.000000,73510.000000,3.41,68.000000,2031.000000,3.35,0.033000
2709.000000,76472.000000,3.54,68.000000,1998.000000,3.40,0.076000
2514.000000,73737.000000,3.41,74.000000,2027.000000,3.65,0.064000
2597.000000,76209.000000,3.41,44.000000,1967.000000,2.24,0.075000
2616.000000,76097.000000,3.44,65.000000,1988.000000,3.27,0.079000
2706.000000,76598.000000,3.53,75.000000,2047.000000,3.66,0.080000
2651.000000,76560.000000,3.46,59.000000,2014.000000,2.93,0.074000
2575.000000,76669.000000,3.36,49.000000,1994.000000,2.46,0.072000
2626.000000,76359.000000,3.44,60.000000,2003.000000,3.00,0.094000
2508.000000,73475.000000,3.41,54.000000,1997.000000,2.70,0.033000
2649.000000,76554.000000,3.46,79.000000,2024.000000,3.90,0.085000
2645.000000,76536.000000,3.46,68.000000,2010.000000,3.38,0.094000
2560.000000,76648.000000,3.34,70.000000,2019.000000,3.47,0.072000
2565.000000,73833.000000,3.47,110.000000,2053.000000,5.36,0.076000
2715.000000,76533.000000,3.55,129.000000,2091.000000,6.17,0.085000
2590.000000,76557.000000,3.38,128.000000,2098.000000,6.10,0.053000
2571.000000,76034.000000,3.38,93.000000,2033.000000,4.57,0.056000
2538.000000,73564.000000,3.45,97.000000,2067.000000,4.69,0.060000
2613.000000,76318.000000,3.42,56.000000,1997.000000,2.80,0.034000
2668.000000,76334.000000,3.50,90.000000,2039.000000,4.41,0.035000
2644.000000,76021.000000,3.48,78.000000,1998.000000,3.90,0.030000
2587.000000,76327.000000,3.39,82.000000,1984.000000,4.13,0.049000
2664.000000,76894.000000,3.46,107.000000,2078.000000,5.15,0.089000
2601.000000,76438.000000,3.40,140.000000,2073.000000,6.75,0.051000
2620.000000,75604.000000,3.47,142.000000,2093.000000,6.78,0.058000
2488.000000,77023.000000,3.23,504.000000,2460.000000,20.49,0.085000
2624.000000,76243.000000,3.44,77.000000,2020.000000,3.81,0.081000
2575.000000,76463.000000,3.37,91.000000,2037.000000,4.47,0.096000
2530.000000,76653.000000,3.30,87.000000,2026.000000,4.29,0.065000
2613.000000,76287.000000,3.43,61.000000,2005.000000,3.04,0.102000
2612.000000,76286.000000,3.42,92.000000,2047.000000,4.49,0.056000
2824.000000,75849.000000,3.72,61.000000,2049.000000,2.98,0.076000
2539.000000,73483.000000,3.46,46.000000,2010.000000,2.29,0.050000
2649.000000,76410.000000,3.47,66.000000,2000.000000,3.30,0.044000
2568.000000,73598.000000,3.49,67.000000,2009.000000,3.33,0.046000
2897.000000,78583.000000,3.69,278.000000,2252.000000,12.34,0.183000
2515.000000,73933.000000,3.40,68.000000,2025.000000,3.36,0.077000
2606.000000,75886.000000,3.43,64.000000,2023.000000,3.16,0.037000
2519.000000,75659.000000,3.33,91.000000,2002.000000,4.55,0.053000
2603.000000,76165.000000,3.42,97.000000,2051.000000,4.73,0.087000
2591.000000,75995.000000,3.41,56.000000,1980.000000,2.83,0.094000
2643.000000,76344.000000,3.46,101.000000,2017.000000,5.01,0.054000
2361.000000,72971.000000,3.24,66.000000,1989.000000,3.32,0.058000
2790.000000,75776.000000,3.68,81.000000,2056.000000,3.94,0.035000
2607.000000,75902.000000,3.43,59.000000,2032.000000,2.90,0.034000
2606.000000,76071.000000,3.43,64.000000,2058.000000,3.11,0.086000
2558.000000,76130.000000,3.36,88.000000,2031.000000,4.33,0.086000
2524.000000,76385.000000,3.30,94.000000,2044.000000,4.60,0.074000
2575.000000,76609.000000,3.36,82.000000,2024.000000,4.05,0.052000
2515.000000,76387.000000,3.29,73.000000,2022.000000,3.61,0.053000
2514.000000,76378.000000,3.29,55.000000,2022.000000,2.72,0.072000
2566.000000,76271.000000,3.36,48.000000,1972.000000,2.43,0.070000
2573.000000,76582.000000,3.36,71.000000,2027.000000,3.50,0.086000
2456.000000,76141.000000,3.23,74.000000,2010.000000,3.68,0.048000
2606.000000,76414.000000,3.41,103.000000,2067.000000,4.98,0.085000
2552.000000,76740.000000,3.33,85.000000,2074.000000,4.10,0.076000
2495.000000,76542.000000,3.26,257.000000,2207.000000,11.64,0.080000
2691.000000,76730.000000,3.51,70.000000,2019.000000,3.47,0.058000
2447.000000,76210.000000,3.21,114.000000,2096.000000,5.44,0.060000
2529.000000,73879.000000,3.42,104.000000,2059.000000,5.05,0.075000
2635.000000,76216.000000,3.46,77.000000,2051.000000,3.75,0.083000
2337.000000,78436.000000,2.98,796.000000,2757.000000,28.87,0.181000
2510.000000,76263.000000,3.29,56.000000,1999.000000,2.80,0.081000
2590.000000,76244.000000,3.40,58.000000,2022.000000,2.87,0.040000
2535.000000,73396.000000,3.45,53.000000,2013.000000,2.63,0.042000
2613.000000,76467.000000,3.42,58.000000,2028.000000,2.86,0.048000
2583.000000,75998.000000,3.40,55.000000,1998.000000,2.75,0.087000
2539.000000,76490.000000,3.32,62.000000,2011.000000,3.08,0.053000
2491.000000,75874.000000,3.28,57.000000,2023.000000,2.82,0.056000
2568.000000,76376.000000,3.36,62.000000,2035.000000,3.05,0.101000
2498.000000,76181.000000,3.28,50.000000,1990.000000,2.51,0.054000
2575.000000,76032.000000,3.39,64.000000,2058.000000,3.11,0.042000
2569.000000,73623.000000,3.49,116.000000,2057.000000,5.64,0.077000
2632.000000,76543.000000,3.44,207.000000,2200.000000,9.41,0.087000
2687.000000,76417.000000,3.52,131.000000,2107.000000,6.22,0.123000
2511.000000,73588.000000,3.41,75.000000,2036.000000,3.68,0.077000
2551.000000,76208.000000,3.35,106.000000,2096.000000,5.06,0.058000
2571.000000,76355.000000,3.37,75.000000,2014.000000,3.72,0.070000
2797.000000,76355.000000,3.66,160.000000,2181.000000,7.34,0.138000
2647.000000,76174.000000,3.47,79.000000,2034.000000,3.88,0.085000
2629.000000,76325.000000,3.44,59.000000,1991.000000,2.96,0.073000
2574.000000,73865.000000,3.48,56.000000,2019.000000,2.77,0.047000
2645.000000,76651.000000,3.45,100.000000,2058.000000,4.86,0.063000
2612.000000,76507.000000,3.41,85.000000,2015.000000,4.22,0.052000
2531.000000,76085.000000,3.33,73.000000,2007.000000,3.64,0.054000
2593.000000,76172.000000,3.40,74.000000,2062.000000,3.59,0.056000
2611.000000,76541.000000,3.41,113.000000,2080.000000,5.43,0.057000
2578.000000,76991.000000,3.35,53.000000,1963.000000,2.70,0.066000
2600.000000,76214.000000,3.41,51.000000,1998.000000,2.55,0.071000
2493.000000,73688.000000,3.38,75.000000,2030.000000,3.69,0.079000
2552.000000,76261.000000,3.35,72.000000,2024.000000,3.56,0.051000
2620.000000,76538.000000,3.42,88.000000,2035.000000,4.32,0.076000
2681.000000,76390.000000,3.51,91.000000,2046.000000,4.45,0.077000
2602.000000,76877.000000,3.38,120.000000,2093.000000,5.73,0.077000
2652.000000,76368.000000,3.47,122.000000,2049.000000,5.95,0.060000
2580.000000,76308.000000,3.38,92.000000,2062.000000,4.46,0.057000
2659.000000,76966.000000,3.45,595.000000,2568.000000,23.17,0.096000
2558.000000,76457.000000,3.35,102.000000,2060.000000,4.95,0.053000
2622.000000,76438.000000,3.43,92.000000,2050.000000,4.49,0.081000
2585.000000,76468.000000,3.38,106.000000,2054.000000,5.16,0.099000
2605.000000,76472.000000,3.41,73.000000,2021.000000,3.61,0.084000
2637.000000,76858.000000,3.43,80.000000,2039.000000,3.92,0.123000
2643.000000,76194.000000,3.47,110.000000,2067.000000,5.32,0.092000
2582.000000,76324.000000,3.38,72.000000,2022.000000,3.56,0.076000
2575.000000,76312.000000,3.37,92.000000,2055.000000,4.48,0.058000
2639.000000,76502.000000,3.45,70.000000,2032.000000,3.44,0.095000
2662.000000,76540.000000,3.48,71.000000,1995.000000,3.56,0.089000
2520.000000,76161.000000,3.31,74.000000,2004.000000,3.69,0.048000
2606.000000,76515.000000,3.41,75.000000,2031.000000,3.69,0.046000
2557.000000,76237.000000,3.35,109.000000,2079.000000,5.24,0.077000
2553.000000,76280.000000,3.35,186.000000,2135.000000,8.71,0.060000
2633.000000,76511.000000,3.44,121.000000,2093.000000,5.78,0.057000
2709.000000,76753.000000,3.53,78.000000,2033.000000,3.84,0.084000
2597.000000,76068.000000,3.41,450.000000,2411.000000,18.66,0.110000
2551.000000,74030.000000,3.45,90.000000,2036.000000,4.42,0.077000
2585.000000,76397.000000,3.38,104.000000,2082.000000,5.00,0.080000
2576.000000,73876.000000,3.49,80.000000,2032.000000,3.94,0.050000
2528.000000,73408.000000,3.44,107.000000,2080.000000,5.14,0.087000
2499.000000,73556.000000,3.40,103.000000,2070.000000,4.98,0.044000
2492.000000,74026.000000,3.37,89.000000,2055.000000,4.33,0.077000
2594.000000,76460.000000,3.39,110.000000,2058.000000,5.34,0.057000
2621.000000,76612.000000,3.42,134.000000,2091.000000,6.41,0.072000
2646.000000,76522.000000,3.46,94.000000,2099.000000,4.48,0.059000
2542.000000,76260.000000,3.33,97.000000,2049.000000,4.73,0.065000
2550.000000,73728.000000,3.46,106.000000,2042.000000,5.19,0.063000
2612.000000,76223.000000,3.43,99.000000,2091.000000,4.73,0.059000
3255.000000,80807.000000,4.03,96.000000,2141.000000,4.48,0.061000
2564.000000,73808.000000,3.47,81.000000,2034.000000,3.98,0.043000
2555.000000,73583.000000,3.47,71.000000,2038.000000,3.48,0.058000
2499.000000,76268.000000,3.28,80.000000,2044.000000,3.91,0.046000
2595.000000,76459.000000,3.39,95.000000,2053.000000,4.63,0.057000
2590.000000,76088.000000,3.40,143.000000,2096.000000,6.82,0.060000
2722.000000,76325.000000,3.57,214.000000,2324.000000,9.21,0.103000
2543.000000,77110.000000,3.30,578.000000,2567.000000,22.52,0.059000
2606.000000,75991.000000,3.43,187.000000,2168.000000,8.63,0.072000
2645.000000,76058.000000,3.48,181.000000,2161.000000,8.38,0.068000
2622.000000,76531.000000,3.43,119.000000,2106.000000,5.65,0.078000
2525.000000,76116.000000,3.32,118.000000,2076.000000,5.68,0.099000
2526.000000,73627.000000,3.43,89.000000,2055.000000,4.33,0.075000
2550.000000,76278.000000,3.34,78.000000,2025.000000,3.85,0.080000
2634.000000,77116.000000,3.42,112.000000,2090.000000,5.36,0.075000
2636.000000,76329.000000,3.45,112.000000,2113.000000,5.30,0.084000
2681.000000,76530.000000,3.50,90.000000,2056.000000,4.38,0.054000
2487.000000,76215.000000,3.26,85.000000,2038.000000,4.17,0.074000
2400.000000,75831.000000,3.16,101.000000,2076.000000,4.87,0.057000
2479.000000,76130.000000,3.26,102.000000,2040.000000,5.00,0.088000
2705.000000,76325.000000,3.54,85.000000,2060.000000,4.13,0.060000
2647.000000,75993.000000,3.48,114.000000,2083.000000,5.47,0.087000
2527.000000,76131.000000,3.32,72.000000,2046.000000,3.52,0.079000
2593.000000,76283.000000,3.40,80.000000,2054.000000,3.89,0.056000
3370.000000,83620.000000,4.03,130.000000,2176.000000,5.97,0.116000
3068.000000,81332.000000,3.77,93.000000,2136.000000,4.35,0.085000
2550.000000,75757.000000,3.37,205.000000,2206.000000,9.29,0.098000
2636.000000,75834.000000,3.48,168.000000,2148.000000,7.82,0.055000
2934.000000,79293.000000,3.70,89.000000,2063.000000,4.31,0.098000
2488.000000,73426.000000,3.39,81.000000,2055.000000,3.94,0.058000
2498.000000,72946.000000,3.42,181.000000,2146.000000,8.43,0.150000
2524.000000,76279.000000,3.31,89.000000,2040.000000,4.36,0.101000
2655.000000,76926.000000,3.45,81.000000,2059.000000,3.93,0.048000
2496.000000,73797.000000,3.38,81.000000,2060.000000,3.93,0.048000
2488.000000,73728.000000,3.37,114.000000,2081.000000,5.48,0.080000
2558.000000,76481.000000,3.34,73.000000,2077.000000,3.51,0.055000
2536.000000,76377.000000,3.32,91.000000,2042.000000,4.46,0.085000
2637.000000,77434.000000,3.41,76.000000,2024.000000,3.75,0.055000
2612.000000,76308.000000,3.42,83.000000,2053.000000,4.04,0.038000
2500.000000,76250.000000,3.28,209.000000,2156.000000,9.69,0.039000
2498.000000,73553.000000,3.40,172.000000,2124.000000,8.10,0.039000
2487.000000,73548.000000,3.38,156.000000,2131.000000,7.32,0.057000
2602.000000,76738.000000,3.39,106.000000,2080.000000,5.10,0.056000
2494.000000,73435.000000,3.40,98.000000,2063.000000,4.75,0.079000
2571.000000,76676.000000,3.35,128.000000,2098.000000,6.10,0.079000
2530.000000,73799.000000,3.43,143.000000,2102.000000,6.80,0.056000
2554.000000,76676.000000,3.33,120.000000,2103.000000,5.71,0.087000
2470.000000,73562.000000,3.36,168.000000,2135.000000,7.87,0.040000
2559.000000,76466.000000,3.35,112.000000,2059.000000,5.44,0.051000
2555.000000,76349.000000,3.35,635.000000,2566.000000,24.75,0.058000
2595.000000,76629.000000,3.39,115.000000,2079.000000,5.53,0.050000
2555.000000,75740.000000,3.37,183.000000,2152.000000,8.50,0.100000
2617.000000,76217.000000,3.43,128.000000,2114.000000,6.05,0.087000
2571.000000,76309.000000,3.37,101.000000,2050.000000,4.93,0.047000
2745.000000,76944.000000,3.57,99.000000,2082.000000,4.76,0.060000
2654.000000,76663.000000,3.46,122.000000,2116.000000,5.77,0.046000
2615.000000,76431.000000,3.42,86.000000,2051.000000,4.19,0.047000
2658.000000,76592.000000,3.47,117.000000,2074.000000,5.64,0.053000
2501.000000,73437.000000,3.41,127.000000,2110.000000,6.02,0.049000
2498.000000,73324.000000,3.41,405.000000,2381.000000,17.01,0.056000
2566.000000,76313.000000,3.36,172.000000,2152.000000,7.99,0.047000
2617.000000,76145.000000,3.44,422.000000,2403.000000,17.56,0.058000
2600.000000,76579.000000,3.40,170.000000,2111.000000,8.05,0.050000
2573.000000,76468.000000,3.36,179.000000,2158.000000,8.29,0.049000
2610.000000,76595.000000,3.41,135.000000,2095.000000,6.44,0.053000
2559.000000,76482.000000,3.35,93.000000,2019.000000,4.61,0.084000
2596.000000,76288.000000,3.40,106.000000,2104.000000,5.04,0.078000
2467.000000,73324.000000,3.36,114.000000,2089.000000,5.46,0.040000
2714.000000,76059.000000,3.57,241.000000,2347.000000,10.27,0.096000
2558.000000,73643.000000,3.47,91.000000,2065.000000,4.41,0.083000
2623.000000,76469.000000,3.43,90.000000,2047.000000,4.40,0.056000
2385.000000,73122.000000,3.26,160.000000,2138.000000,7.48,0.085000
2537.000000,73643.000000,3.44,118.000000,2085.000000,5.66,0.083000
2547.000000,76549.000000,3.33,94.000000,2050.000000,4.59,0.085000
2456.000000,73445.000000,3.34,113.000000,2107.000000,5.36,0.048000
2661.000000,76385.000000,3.48,122.000000,2098.000000,5.82,0.058000
2492.000000,73713.000000,3.38,137.000000,2113.000000,6.48,0.050000
2551.000000,73495.000000,3.47,127.000000,2103.000000,6.04,0.048000
2609.000000,76089.000000,3.43,125.000000,2087.000000,5.99,0.046000
2613.000000,73764.000000,3.54,104.000000,2071.000000,5.02,0.074000
2590.000000,76453.000000,3.39,92.000000,2056.000000,4.47,0.052000
2564.000000,73643.000000,3.48,126.000000,2097.000000,6.01,0.092000
2529.000000,76568.000000,3.30,250.000000,2198.000000,11.37,0.046000
2626.000000,76533.000000,3.43,137.000000,2113.000000,6.48,0.045000
2595.000000,76778.000000,3.38,577.000000,2539.000000,22.73,0.055000
2542.000000,76377.000000,3.33,108.000000,2056.000000,5.25,0.050000
2754.000000,77828.000000,3.54,134.000000,2115.000000,6.34,0.093000
2623.000000,76792.000000,3.42,138.000000,2110.000000,6.54,0.060000
2531.000000,76273.000000,3.32,110.000000,2072.000000,5.31,0.056000
2584.000000,76510.000000,3.38,109.000000,2082.000000,5.24,0.056000
2560.000000,76135.000000,3.36,118.000000,2084.000000,5.66,0.057000
2633.000000,76237.000000,3.45,99.000000,2070.000000,4.78,0.053000
2596.000000,76352.000000,3.40,120.000000,2079.000000,5.77,0.054000
2458.000000,73243.000000,3.36,122.000000,2086.000000,5.85,0.059000
2595.000000,76237.000000,3.40,121.000000,2130.000000,5.68,0.050000
2581.000000,75910.000000,3.40,120.000000,2100.000000,5.71,0.050000
2583.000000,76262.000000,3.39,130.000000,2091.000000,6.22,0.049000
2575.000000,76196.000000,3.38,103.000000,2066.000000,4.99,0.056000
2572.000000,76360.000000,3.37,123.000000,2123.000000,5.79,0.047000
2586.000000,76334.000000,3.39,134.000000,2081.000000,6.44,0.048000
2559.000000,76199.000000,3.36,127.000000,2079.000000,6.11,0.062000
2515.000000,73302.000000,3.43,133.000000,2077.000000,6.40,0.043000
2483.000000,73456.000000,3.38,110.000000,2086.000000,5.27,0.042000
2565.000000,76207.000000,3.37,127.000000,2101.000000,6.04,0.057000
2573.000000,76033.000000,3.38,124.000000,2088.000000,5.94,0.043000
2656.000000,76548.000000,3.47,113.000000,2069.000000,5.46,0.041000
2609.000000,76295.000000,3.42,116.000000,2070.000000,5.60,0.056000
2599.000000,76169.000000,3.41,145.000000,2118.000000,6.85,0.051000
2563.000000,76503.000000,3.35,138.000000,2127.000000,6.49,0.040000
2595.000000,76094.000000,3.41,134.000000,2117.000000,6.33,0.060000
2502.000000,73490.000000,3.40,106.000000,2061.000000,5.14,0.039000
2648.000000,76242.000000,3.47,103.000000,2069.000000,4.98,0.041000
2812.000000,76112.000000,3.69,112.000000,2134.000000,5.25,0.086000
2640.000000,76851.000000,3.44,77.000000,2044.000000,3.77,0.050000
2331.000000,74055.000000,3.15,889.000000,2852.000000,31.17,0.083000
2616.000000,76271.000000,3.43,83.000000,2093.000000,3.97,0.091000
2568.000000,76292.000000,3.37,83.000000,2044.000000,4.06,0.042000
2406.000000,73270.000000,3.28,92.000000,2072.000000,4.44,0.041000
2534.000000,73770.000000,3.44,113.000000,2076.000000,5.44,0.040000
2555.000000,76462.000000,3.34,111.000000,2093.000000,5.30,0.041000
2543.000000,76158.000000,3.34,97.000000,2093.000000,4.63,0.043000
2482.000000,73349.000000,3.38,117.000000,2067.000000,5.66,0.042000
